0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.038519114,0.3330416,-0.5398823,17.379791,-0.087741904,0.7625449,0.94578487,-0.80728734,-0.3633742,-1.0028784,1.1525258,-1.8586687,0.6219605,10.775369,-0.6949321,0.4566455
0.84334403,0.38935626,-1.094361,17.75147,-0.93540144,0.43822864,-0.16308293,-0.17542748,-0.43764743,0.21920575,2.282663,-1.1594222,-0.20226125,1.8823842,-0.5963787,-0.740516
0.6361557,0.4301594,-0.488974,10.084285,-0.37267148,-0.23623137,-0.54236966,0.16091034,-0.7553188,-0.19645314,0.2508436,-2.0745034,0.106906526,3.5479715,-0.071647555,1.0400103
0.27981916,-1.0944965,1.1085441,-2.6323524,0.051108167,-0.23959966,-0.7160104,-2.3593802,1.3479196,0.27394503,6.860731,2.2688448,-1.1593482,12.040082,0.33792058,-0.03872814
-0.7987041,0.01829494,0.78759325,3.8784413,1.0749165,0.008676428,-0.13506249,-0.49591184,0.71030116,0.42898974,3.076087,1.3445339,0.21858726,13.092726,-0.18778287,0.3872587
0.1574174,0.121442854,-0.39903495,15.420092,-0.38932747,0.15808311,0.22016846,-0.18636467,0.42907518,-0.8378048,0.27786633,-1.855011,0.217761,1.0038319,0.46487436,-0.55832213
-0.51302016,-0.052145116,-0.87669927,15.45777,-0.59987825,0.19837053,0.26011992,-0.99242103,-1.2192755,-1.4872447,1.0104688,-2.31022,0.12778075,8.336952,-0.64822185,-0.39235294
0.011175462,-0.43632635,-0.5135415,14.404625,0.24628463,0.015055892,-0.21594398,-0.91699755,-0.39322117,0.4010837,0.3614791,0.07707707,-0.25215986,0.92128223,-0.16578202,-0.002432449
0.5701536,-0.17629085,-1.1888833,11.820638,0.07551669,-0.712712,-0.17235024,-0.18109465,-0.27853477,-0.48246598,0.71969545,0.32352984,0.9374817,0.76350176,-0.99547505,-0.8096148
2.336633,-0.04270044,-1.4727334,11.510936,-0.21267161,1.1146346,-1.4062655,-1.2421643,2.1202154,-1.8428568,2.4379554,-0.66695577,0.8574319,-4.7281713,0.059507575,-0.34046465
0.59077245,-0.6078374,0.22004987,16.589626,-0.12494912,0.6722095,0.14187232,0.026292892,0.21666008,-0.730153,1.0180273,-1.6784192,-0.60334855,0.7459255,0.90843767,-0.50817794
0.56800425,-0.30859193,-1.6251221,18.948812,-0.074012145,-0.7789117,-0.34101656,-0.23628311,-0.62630284,-0.68478173,1.2425362,0.11565586,1.1287525,1.2271448,-1.2331299,-0.90839905
0.77260137,-1.0747834,-0.80616575,8.912306,-0.052184165,-0.26227066,-1.4518203,1.2729802,-2.6286337,-0.3811173,3.0822477,-2.5517695,1.1909121,-3.6160526,0.3760263,-0.06628077
0.620582,-0.12449916,-1.1349707,22.145382,0.6550134,-0.105342895,-0.7797964,-0.9019053,0.015343838,0.6703497,1.2010074,-0.4452705,-0.002633453,1.4760829,-0.385438,0.16318776
0.4068214,-0.09718888,-0.20043829,18.829258,-0.054834325,0.41828653,0.09740901,-0.10391944,0.18454787,-0.9960789,1.0927418,-2.1734726,-0.042033475,0.89303994,0.8794799,-1.0224339
0.89639974,-0.24862517,-0.67273337,20.938234,-0.56603783,0.29764992,0.3609499,-0.05779249,-1.583145,0.29051483,1.7284044,-1.096474,0.13088855,0.9694932,-0.19935441,-0.1845674
-0.6260971,0.70591414,1.242251,-2.6687818,0.90888447,-0.6043354,-1.1336609,-2.801984,-0.44523442,-1.342087,8.651348,3.5001037,-0.27910277,12.916355,-0.9945924,-1.2657634
0.37469617,-0.5836064,-0.59928864,19.555542,-0.45999354,0.30832174,-0.5521915,0.5539037,-0.92862904,-0.43830797,0.1296294,-0.8501402,1.0113183,-0.02210939,-0.16783546,-0.18995339
