0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.0341089,0.08434411,-0.13214308,0.27945518,1.4694579,1.0627047,-0.16930111,-2.6949348,-0.2449284,-1.0529261,-1.0428843,-0.9599053,0.7257486,0.41680536,-7.0896626,-0.45456126
0.26563996,-0.41696826,1.4823521,1.2298036,1.719882,0.55599576,-0.5550873,-3.6591182,1.1994892,1.2847878,0.19323957,-1.0926214,0.41692826,-0.40393144,-10.994574,-0.5778409
-0.5901023,0.003855417,0.096649945,0.23257363,1.1873344,0.28457874,-0.6982506,-3.4595659,-0.07263334,0.1244429,0.46335864,-1.7449093,-0.03236462,-0.33471337,-10.665954,1.2446638
0.06480193,-1.1685593,-0.0036783658,0.19384052,0.5867161,0.9706792,0.8887071,-3.7059064,0.5047883,-0.19394824,-0.32568923,0.11403968,0.26675808,-0.13992003,-12.923011,0.46321797
-0.20651999,0.29216024,0.8597129,1.2667747,1.4604764,-0.2938855,-1.0034305,-2.763263,-0.49541447,0.8259658,-0.8217544,-0.92005324,-0.48351443,-0.48585552,-8.406964,0.88289785
0.7657303,-0.9599001,0.94425696,-0.20156482,0.9978107,0.4402192,-0.750358,-4.371348,-0.91490996,-0.14311227,0.9186037,0.6765843,-0.48949584,-0.6807426,-13.307927,-0.6797914
0.70722085,0.9817059,0.8797535,2.161779,1.5559937,0.5443057,-1.1341127,-5.4577446,1.7089316,1.1877887,-0.8605509,-0.25929695,0.15232882,0.0094654905,-12.890428,-0.11798174
1.0729761,-0.09673578,0.897871,0.077880114,1.6126114,0.66240144,1.0401611,-8.725678,0.39022657,-0.8151502,0.13405688,-0.24786894,-0.6999583,0.93521327,-1.5587751,-0.719519
-0.21745984,0.03558551,0.57826996,0.7195,-0.47101963,0.97391456,-0.4175074,-5.5844646,2.6061397,-0.2480512,1.423061,0.304729,0.29666114,0.25375956,-1.7570118,0.15074883
0.72271514,-1.9766692,0.56153643,2.452908,0.5708497,-0.48768836,0.83670217,-6.263986,1.030787,0.9901657,0.26248202,0.11348141,0.5071298,0.43830535,-11.8261175,0.24987756
1.0887827,-0.8450704,-0.67832273,1.7820051,0.8149642,0.1254577,-0.2656538,-2.7822502,0.52106214,1.8928642,0.9267197,-0.11537417,-0.7742343,-0.4573958,-12.227441,-0.29027376
0.12752837,-1.1648445,0.0619368,0.24269937,0.56807566,0.97254145,0.88743144,-3.72654,0.48731214,-0.18210928,-0.3257766,0.075642996,0.21515168,-0.16325411,-13.043651,0.47296825
0.8734137,-0.9477218,0.3101498,0.66739655,1.2805309,0.568338,-1.1783051,-0.74048823,-0.33127233,-0.8725522,0.47860655,0.32149598,0.4342235,-0.25386134,-8.156701,0.44993347
-0.039504107,0.8679524,0.12049197,0.04534553,0.90484226,0.74406374,-0.13827974,-6.7342954,0.501913,0.78734136,0.119197674,-0.44569588,0.4226518,-0.18218274,-0.39410788,-0.48612165
1.4025345,0.29293567,-0.1156248,0.7282616,1.8967668,1.5787314,0.21577705,-8.567375,0.05579464,-1.3764194,-0.5909325,-0.9730857,0.29126775,0.45472085,-2.212338,-1.0633147
0.43120208,0.13326845,0.24696463,0.31857905,2.3175573,-0.18818372,0.903662,-2.1345294,1.8849205,0.18399823,0.5643685,-0.057977628,-0.9381424,0.4639147,-9.822936,-0.3957056
0.7064862,-1.0042218,0.26972878,0.9537652,0.72063243,0.29310343,0.5679436,-2.617504,-0.22814313,-0.65612984,0.7789749,-1.524437,-0.74049246,-0.7325248,-6.964743,-0.51348484
-0.07965242,-2.4031284,-0.3174544,3.7868316,1.3280498,-0.5936035,-0.9372367,-2.509125,-0.03688987,0.54339343,-1.0231752,0.86963797,0.7860597,0.65462494,-4.1503763,1.5274674
-1.2214258,-4.056332,0.73481524,2.2389739,0.012761683,-0.70108956,-0.97150064,-3.9994924,-0.85819966,0.37986526,-0.70862365,0.06711209,-2.2792015,0.9163569,-3.3066447,-0.3669656
1.856492,-0.45357344,2.3353133,-1.2195312,-0.7668291,0.58400536,0.15137364,-6.208383,1.4113172,-1.3675038,-0.7180954,-0.9091247,0.38554302,1.402362,-3.6632428,0.18161167
-0.20050786,0.8214583,1.242062,2.00063,1.5475303,-0.24937429,-1.4783399,-3.6473272,-0.20006505,0.55606765,-0.6573279,-0.9127222,-0.6376916,-0.8327738,-11.621616,0.89230746
0.64945775,0.5825954,-0.68434584,-0.31790102,0.58568764,-0.85312974,-0.31187832,-6.780397,-0.1612039,0.8301541,-0.31947196,-0.94580245,-0.2694456,-0.4461286,-1.611597,0.47127414
0.2449241,0.39637718,-0.5895427,0.7925791,-0.08849933,-0.017068751,0.17795707,-4.3820257,-0.13430506,-0.3665305,0.57831585,0.470327,0.24639837,0.8106536,-4.4116488,-5.2853975
0.077224836,-1.1428617,0.6910381,0.16092226,1.2379514,-0.17597724,-0.32788673,-4.728641,-0.57045037,-0.27547497,1.0678519,-0.018905109,-0.6908712,-0.47758916,-10.848359,-0.77827716
0.52650726,-1.1161308,1.091288,2.969297,0.0103120785,-0.594033,0.25069457,-6.544331,1.0410186,0.5282235,0.033374466,0.02351352,0.24966186,-0.113202155,-12.392612,0.18833937
